probe_id,gene_symbol,gene_name,entrez_id,ensembl_id
ILMN_1808494,ITIH2,"Homo sapiens inter-alpha (globulin) inhibitor H2 (ITIH2), mRNA.",,
ILMN_1802377,IQCG,"Homo sapiens IQ motif containing G (IQCG), mRNA.",,
ILMN_2415722,RPS29,"Homo sapiens ribosomal protein S29 (RPS29), transcript variant 2, mRNA.",,
ILMN_2298818,RPS29,"Homo sapiens ribosomal protein S29 (RPS29), transcript variant 2, mRNA.",,
ILMN_1795811,ASB2,"Homo sapiens ankyrin repeat and SOCS box-containing 2 (ASB2), mRNA.",,
ILMN_2091846,FTHL2,"Homo sapiens ferritin, heavy polypeptide-like 2 (FTHL2) on chromosome 1.",,
ILMN_1747831,LYZL4,"Homo sapiens lysozyme-like 4 (LYZL4), mRNA.",,
ILMN_1698484,RHOV,"Homo sapiens ras homolog gene family, member V (RHOV), mRNA.",,
ILMN_1768610,AP1S3,"Homo sapiens adaptor-related protein complex 1, sigma 3 subunit (AP1S3), mRNA.",,
ILMN_1704713,CSNK1G1,"Homo sapiens casein kinase 1, gamma 1 (CSNK1G1), mRNA.",,
ILMN_1723398,CSNK1G1,"Homo sapiens casein kinase 1, gamma 1 (CSNK1G1), mRNA.",,
ILMN_1762561,PLA2G10,"Homo sapiens phospholipase A2, group X (PLA2G10), mRNA.",,
ILMN_1673805,GIP,"Homo sapiens gastric inhibitory polypeptide (GIP), mRNA.",,
ILMN_2199516,ZNF28,"Homo sapiens zinc finger protein 28 (ZNF28), mRNA.",,
ILMN_1786357,CENTD2,"Homo sapiens centaurin, delta 2 (CENTD2), transcript variant 2, mRNA.",,
ILMN_1758055,YIF1B,"Homo sapiens Yip1 interacting factor homolog B (S. cerevisiae) (YIF1B), transcript variant 2, mRNA.",,
ILMN_1651557,KDELC2,"Homo sapiens KDEL (Lys-Asp-Glu-Leu) containing 2 (KDELC2), mRNA.",,
ILMN_1742068,PRAMEF10,"Homo sapiens PRAME family member 10 (PRAMEF10), mRNA.",,
ILMN_1652549,DTNA,"Homo sapiens dystrobrevin, alpha (DTNA), transcript variant 6, mRNA.",,
ILMN_1770260,NFKBIZ,"Homo sapiens nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta (NFKBIZ), transcript variant 1, mRNA.",,
ILMN_1773310,FUT5,"Homo sapiens fucosyltransferase 5 (alpha (1,3) fucosyltransferase) (FUT5), mRNA.",,
ILMN_1815890,IL12RB1,"Homo sapiens interleukin 12 receptor, beta 1 (IL12RB1), transcript variant 2, mRNA.",,
ILMN_1699908,IL12RB1,"Homo sapiens interleukin 12 receptor, beta 1 (IL12RB1), transcript variant 2, mRNA.",,
ILMN_1658094,ZNF365,"Homo sapiens zinc finger protein 365 (ZNF365), transcript variant A, mRNA.",,
ILMN_1788802,GCH1,"Homo sapiens GTP cyclohydrolase 1 (dopa-responsive dystonia) (GCH1), transcript variant 1, mRNA.",,
ILMN_1739101,RBBP8,"Homo sapiens retinoblastoma binding protein 8 (RBBP8), transcript variant 1, mRNA.",,
ILMN_1741032,HERC3,"Homo sapiens hect domain and RLD 3 (HERC3), mRNA.",,
ILMN_2121272,PDE10A,"Homo sapiens phosphodiesterase 10A (PDE10A), mRNA.",,
ILMN_1784709,GNPDA1,"Homo sapiens glucosamine-6-phosphate deaminase 1 (GNPDA1), mRNA.",,
ILMN_1672264,FAM55B,"Homo sapiens family with sequence similarity 55, member B (FAM55B), mRNA.",,
ILMN_1661650,SMEK2,"Homo sapiens SMEK homolog 2, suppressor of mek1 (Dictyostelium) (SMEK2), mRNA.",,
ILMN_1677392,KRTAP10-7,"Homo sapiens keratin associated protein 10-7 (KRTAP10-7), mRNA.",,
ILMN_1736112,ARHGAP10,"Homo sapiens Rho GTPase activating protein 10 (ARHGAP10), mRNA.",,
ILMN_1659371,ADRA2A,"Homo sapiens adrenergic, alpha-2A-, receptor (ADRA2A), mRNA.",,
ILMN_2411864,PHACTR3,"Homo sapiens phosphatase and actin regulator 3 (PHACTR3), transcript variant 3, mRNA.",,
ILMN_1666222,PHACTR3,"Homo sapiens phosphatase and actin regulator 3 (PHACTR3), transcript variant 3, mRNA.",,
ILMN_1720955,OR13C5,"Homo sapiens olfactory receptor, family 13, subfamily C, member 5 (OR13C5), mRNA.",,
ILMN_2211032,SPANXB1,"Homo sapiens SPANX family, member B1 (SPANXB1), mRNA.",,
ILMN_2180519,LOC729603,"Homo sapiens calcium binding protein P22 pseudogene (LOC729603), non-coding RNA.",,
ILMN_1786469,FBXO22,"Homo sapiens F-box protein 22 (FBXO22), transcript variant 2, mRNA.",,
ILMN_2252178,FBXO22,"Homo sapiens F-box protein 22 (FBXO22), transcript variant 2, mRNA.",,
ILMN_1665797,CSE1L,"Homo sapiens CSE1 chromosome segregation 1-like (yeast) (CSE1L), mRNA.",,
ILMN_1706238,CSE1L,"Homo sapiens CSE1 chromosome segregation 1-like (yeast) (CSE1L), mRNA.",,
ILMN_1700419,HSPC171,"Homo sapiens HSPC171 protein (HSPC171), mRNA.",,
ILMN_2112580,FCGR3A,"Homo sapiens Fc fragment of IgG, low affinity IIIa, receptor (CD16a) (FCGR3A), mRNA.",,
ILMN_2122081,HCG3,"Homo sapiens HCG3 gene (HCG3), mRNA.",,
ILMN_1706531,ABCC5,"Homo sapiens ATP-binding cassette, sub-family C (CFTR/MRP), member 5 (ABCC5), transcript variant 1, mRNA.",,
ILMN_1736796,RB1CC1,"Homo sapiens RB1-inducible coiled-coil 1 (RB1CC1), transcript variant 2, mRNA.",,
ILMN_2088990,CXORF21,"Homo sapiens chromosome X open reading frame 21 (CXorf21), mRNA.",,
ILMN_1677859,CCDC105,"Homo sapiens coiled-coil domain containing 105 (CCDC105), mRNA.",,
ILMN_2372922,PPP2R4,"Homo sapiens protein phosphatase 2A activator, regulatory subunit 4 (PPP2R4), transcript variant 5, mRNA.",,
ILMN_2401143,ELAVL3,"Homo sapiens ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C) (ELAVL3), transcript variant 1, mRNA.",,
ILMN_2082273,RGS5,"Homo sapiens regulator of G-protein signaling 5 (RGS5), mRNA.",,
ILMN_1752012,KCND3,"Homo sapiens potassium voltage-gated channel, Shal-related subfamily, member 3 (KCND3), transcript variant 1, mRNA.",,
ILMN_1729144,EBAG9,"Homo sapiens estrogen receptor binding site associated, antigen, 9 (EBAG9), transcript variant 1, mRNA.",,
ILMN_1803338,CCDC80,"Homo sapiens coiled-coil domain containing 80 (CCDC80), transcript variant 1, mRNA.",,
ILMN_1715662,CCDC80,"Homo sapiens coiled-coil domain containing 80 (CCDC80), transcript variant 1, mRNA.",,
ILMN_1679339,C3ORF62,"Homo sapiens chromosome 3 open reading frame 62 (C3orf62), mRNA.",,
ILMN_2399190,TNFSF13,"Homo sapiens tumor necrosis factor (ligand) superfamily, member 13 (TNFSF13), transcript variant beta, mRNA.",,
ILMN_1753092,RANBP17,"Homo sapiens RAN binding protein 17 (RANBP17), mRNA.",,
ILMN_2138435,MRPS27,"Homo sapiens mitochondrial ribosomal protein S27 (MRPS27), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_1733045,RAB36,"Homo sapiens RAB36, member RAS oncogene family (RAB36), mRNA.",,
ILMN_1746578,SLC23A2,"Homo sapiens solute carrier family 23 (nucleobase transporters), member 2 (SLC23A2), transcript variant 2, mRNA.",,
ILMN_1655272,SLC23A2,"Homo sapiens solute carrier family 23 (nucleobase transporters), member 2 (SLC23A2), transcript variant 2, mRNA.",,
ILMN_1724346,IPMK,"Homo sapiens inositol polyphosphate multikinase (IPMK), mRNA.",,
ILMN_1764959,FAM154A,"Homo sapiens family with sequence similarity 154, member A (FAM154A), mRNA.",,
ILMN_1810590,TCEB3C,"Homo sapiens transcription elongation factor B polypeptide 3C (elongin A3) (TCEB3C), mRNA.",,
ILMN_1773751,HRAS,"Homo sapiens v-Ha-ras Harvey rat sarcoma viral oncogene homolog (HRAS), transcript variant 1, mRNA.",,
ILMN_2393763,ARPC4,"Homo sapiens actin related protein 2/3 complex, subunit 4, 20kDa (ARPC4), transcript variant 3, mRNA.",,
ILMN_2311497,SNHG3-RCC1,"Homo sapiens SNHG3-RCC1 readthrough transcript (SNHG3-RCC1), transcript variant 2, mRNA.",,
ILMN_1679796,TOMM20,"Homo sapiens translocase of outer mitochondrial membrane 20 homolog (yeast) (TOMM20), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_2071809,MGP,"Homo sapiens matrix Gla protein (MGP), mRNA.",,
ILMN_1680675,MRRF,"Homo sapiens mitochondrial ribosome recycling factor (MRRF), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.",,
ILMN_1776054,DALRD3,"Homo sapiens DALR anticodon binding domain containing 3 (DALRD3), transcript variant 2, mRNA.",,
ILMN_1690664,P2RY2,"Homo sapiens purinergic receptor P2Y, G-protein coupled, 2 (P2RY2), transcript variant 1, mRNA.",,
ILMN_1767111,ANO10,"Homo sapiens anoctamin 10 (ANO10), mRNA.",,
ILMN_1658027,RAD54L,"Homo sapiens RAD54-like (S. cerevisiae) (RAD54L), mRNA.",,
ILMN_2286987,BTBD17,"Homo sapiens BTB (POZ) domain containing 17 (BTBD17), mRNA.",,
ILMN_1653040,PCDHGA12,"Homo sapiens protocadherin gamma subfamily A, 12 (PCDHGA12), transcript variant 1, mRNA.",,
ILMN_2398107,ASNS,"Homo sapiens asparagine synthetase (ASNS), transcript variant 1, mRNA.",,
ILMN_1781735,IGSF11,"Homo sapiens immunoglobulin superfamily, member 11 (IGSF11), transcript variant 1, mRNA.",,
ILMN_1760890,SEPN1,"Homo sapiens selenoprotein N, 1 (SEPN1), transcript variant 2, mRNA.",,
ILMN_1713751,ADAM19,"Homo sapiens ADAM metallopeptidase domain 19 (meltrin beta) (ADAM19), transcript variant 2, mRNA.",,
ILMN_1788481,ADAM19,"Homo sapiens ADAM metallopeptidase domain 19 (meltrin beta) (ADAM19), transcript variant 2, mRNA.",,
ILMN_2121068,ADAM17,"Homo sapiens ADAM metallopeptidase domain 17 (tumor necrosis factor, alpha, converting enzyme) (ADAM17), mRNA.",,
ILMN_1654323,UBE3A,"Homo sapiens ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome) (UBE3A), transcript variant 3, mRNA.",,
ILMN_1770940,CDH1,"Homo sapiens cadherin 1, type 1, E-cadherin (epithelial) (CDH1), mRNA.",,
ILMN_2149782,RAMP2,"Homo sapiens receptor (G protein-coupled) activity modifying protein 2 (RAMP2), mRNA.",,
ILMN_1798588,HLTF,"Homo sapiens helicase-like transcription factor (HLTF), transcript variant 1, mRNA.",,
ILMN_2051867,PTCD2,"Homo sapiens pentatricopeptide repeat domain 2 (PTCD2), mRNA.",,
ILMN_1782098,SMO,"Homo sapiens smoothened homolog (Drosophila) (SMO), mRNA.",,
ILMN_1684081,NETO1,"Homo sapiens neuropilin (NRP) and tolloid (TLL)-like 1 (NETO1), transcript variant 3, mRNA.",,
ILMN_1695378,SREBF1,"Homo sapiens sterol regulatory element binding transcription factor 1 (SREBF1), transcript variant 1, mRNA.",,
ILMN_1663035,SREBF1,"Homo sapiens sterol regulatory element binding transcription factor 1 (SREBF1), transcript variant 1, mRNA.",,
ILMN_1728001,SFRS12IP1,"Homo sapiens SFRS12-interacting protein 1 (SFRS12IP1), mRNA.",,
ILMN_2077406,CCDC18,"Homo sapiens coiled-coil domain containing 18 (CCDC18), mRNA.",,
ILMN_1736995,C12ORF66,"Homo sapiens chromosome 12 open reading frame 66 (C12orf66), mRNA.",,
ILMN_1740479,FABP2,"Homo sapiens fatty acid binding protein 2, intestinal (FABP2), mRNA.",,
ILMN_1747436,SCML4,"Homo sapiens sex comb on midleg-like 4 (Drosophila) (SCML4), mRNA.",,
ILMN_1791186,ARHGAP18,"Homo sapiens Rho GTPase activating protein 18 (ARHGAP18), mRNA.",,
ILMN_1664292,ZNF415,"Homo sapiens zinc finger protein 415 (ZNF415), mRNA.",,
ILMN_2351272,DZIP1,"Homo sapiens DAZ interacting protein 1 (DZIP1), transcript variant 1, mRNA.",,
ILMN_1799024,VAC14,"Homo sapiens Vac14 homolog (S. cerevisiae) (VAC14), mRNA.",,
ILMN_1653652,PTPRC,"Homo sapiens protein tyrosine phosphatase, receptor type, C (PTPRC), transcript variant 4, mRNA.",,
ILMN_1730842,PTPRC,"Homo sapiens protein tyrosine phosphatase, receptor type, C (PTPRC), transcript variant 4, mRNA.",,
ILMN_1659541,CRELD1,"Homo sapiens cysteine-rich with EGF-like domains 1 (CRELD1), transcript variant 2, mRNA.",,
ILMN_1789094,NLP,"Homo sapiens ninein-like (NLP), mRNA.",,
ILMN_2220403,C6ORF72,"Homo sapiens chromosome 6 open reading frame 72 (C6orf72), mRNA.",,
ILMN_2355586,ATRN,"Homo sapiens attractin (ATRN), transcript variant 2, mRNA.",,
ILMN_1690342,LTA4H,"Homo sapiens leukotriene A4 hydrolase (LTA4H), mRNA.",,
ILMN_1753468,CD63,"Homo sapiens CD63 molecule (CD63), transcript variant 2, mRNA.",,
ILMN_1673503,CACNB4,"Homo sapiens calcium channel, voltage-dependent, beta 4 subunit (CACNB4), transcript variant 1, mRNA.",,
ILMN_1755405,FRAG1,"Homo sapiens FGF receptor activating protein 1 (FRAG1), mRNA.",,
ILMN_1681724,FPGS,"Homo sapiens folylpolyglutamate synthase (FPGS), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.",,
ILMN_1713948,FPGS,"Homo sapiens folylpolyglutamate synthase (FPGS), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.",,
ILMN_1688625,AIM1,"Homo sapiens absent in melanoma 1 (AIM1), mRNA.",,
ILMN_1788764,BPGM,"Homo sapiens 2,3-bisphosphoglycerate mutase (BPGM), transcript variant 2, mRNA.",,
ILMN_1683175,C9ORF23,"Homo sapiens chromosome 9 open reading frame 23 (C9orf23), transcript variant 1, mRNA.",,
ILMN_2391345,C9ORF23,"Homo sapiens chromosome 9 open reading frame 23 (C9orf23), transcript variant 1, mRNA.",,
ILMN_2390338,UBE2E3,"Homo sapiens ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast) (UBE2E3), transcript variant 1, mRNA.",,
ILMN_1669553,UBE2E3,"Homo sapiens ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast) (UBE2E3), transcript variant 1, mRNA.",,
ILMN_1665331,AMT,"Homo sapiens aminomethyltransferase (AMT), mRNA.",,
ILMN_1769876,TBC1D2,"Homo sapiens TBC1 domain family, member 2 (TBC1D2), mRNA.",,
ILMN_1768772,DEGS2,"Homo sapiens degenerative spermatocyte homolog 2, lipid desaturase (Drosophila) (DEGS2), mRNA.",,
ILMN_1692267,B4GALT3,"Homo sapiens UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3 (B4GALT3), mRNA.",,
ILMN_1770442,OR52N1,"Homo sapiens olfactory receptor, family 52, subfamily N, member 1 (OR52N1), mRNA.",,
ILMN_1724324,PLD3,"Homo sapiens phospholipase D family, member 3 (PLD3), transcript variant 2, mRNA.",,
ILMN_1679719,LOC729399,"PREDICTED: Homo sapiens similar to selenophosphate synthetase (LOC729399), mRNA.",,
ILMN_1753719,GTF2A2,"Homo sapiens general transcription factor IIA, 2, 12kDa (GTF2A2), mRNA.",,
ILMN_1808383,ARL11,"Homo sapiens ADP-ribosylation factor-like 11 (ARL11), mRNA.",,
ILMN_1700380,ATP6V0A2,"Homo sapiens ATPase, H+ transporting, lysosomal V0 subunit a2 (ATP6V0A2), mRNA.",,
ILMN_1798712,USP4,"Homo sapiens ubiquitin specific peptidase 4 (proto-oncogene) (USP4), transcript variant 1, mRNA.",,
ILMN_1773505,USP4,"Homo sapiens ubiquitin specific peptidase 4 (proto-oncogene) (USP4), transcript variant 1, mRNA.",,
ILMN_1703754,CEP192,"Homo sapiens centrosomal protein 192kDa (CEP192), mRNA.",,
ILMN_1700597,FAM18B2,"Homo sapiens family with sequence similarity 18, member B2 (FAM18B2), mRNA.",,
ILMN_2352326,COASY,"Homo sapiens Coenzyme A synthase (COASY), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
ILMN_1761577,STEAP3,"Homo sapiens STEAP family member 3 (STEAP3), transcript variant 1, mRNA.",,
ILMN_1806149,C16ORF74,"Homo sapiens chromosome 16 open reading frame 74 (C16orf74), mRNA.",,
ILMN_1754555,SVOPL,"Homo sapiens SVOP-like (SVOPL), mRNA.",,
ILMN_1744200,SRMS,"Homo sapiens src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites (SRMS), mRNA.",,
ILMN_1726342,BIN2,"Homo sapiens bridging integrator 2 (BIN2), mRNA.",,
ILMN_1781812,NR4A3,"Homo sapiens nuclear receptor subfamily 4, group A, member 3 (NR4A3), transcript variant 4, mRNA.",,
ILMN_2349992,PMS2CL,"Homo sapiens PMS2 C-terminal like pseudogene (PMS2CL), non-coding RNA.",,
ILMN_2262198,PMS2CL,"Homo sapiens PMS2 C-terminal like pseudogene (PMS2CL), non-coding RNA.",,
ILMN_1804444,PDIA2,"Homo sapiens protein disulfide isomerase family A, member 2 (PDIA2), mRNA.",,
ILMN_2155172,BXDC2,"Homo sapiens brix domain containing 2 (BXDC2), mRNA.",,
ILMN_1732720,LENG9,"Homo sapiens leukocyte receptor cluster (LRC) member 9 (LENG9), mRNA.",,
ILMN_1695490,PLD4,"Homo sapiens phospholipase D family, member 4 (PLD4), mRNA.",,
ILMN_2356441,CACNG6,"Homo sapiens calcium channel, voltage-dependent, gamma subunit 6 (CACNG6), transcript variant 3, mRNA.",,
ILMN_1779043,CACNG6,"Homo sapiens calcium channel, voltage-dependent, gamma subunit 6 (CACNG6), transcript variant 3, mRNA.",,
ILMN_2075292,LOC728269,"Homo sapiens melanoma antigen family A, 9 -like (LOC728269), mRNA.",,
ILMN_1737320,ZDHHC15,"Homo sapiens zinc finger, DHHC-type containing 15 (ZDHHC15), mRNA.",,
ILMN_2135456,FLJ32784,"Homo sapiens hypothetical protein FLJ32784 (FLJ32784), mRNA.",,
ILMN_1669833,SH2B2,"Homo sapiens SH2B adaptor protein 2 (SH2B2), mRNA.",,
ILMN_1762002,CSTF3,"Homo sapiens cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa (CSTF3), transcript variant 2, mRNA.",,
ILMN_2397880,CSTF3,"Homo sapiens cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa (CSTF3), transcript variant 2, mRNA.",,
ILMN_1676749,C3ORF15,"Homo sapiens chromosome 3 open reading frame 15 (C3orf15), mRNA.",,
ILMN_1723568,LOC149643,"Homo sapiens hypothetical LOC149643 (LOC149643), mRNA.",,
ILMN_1783333,C16ORF61,"Homo sapiens chromosome 16 open reading frame 61 (C16orf61), mRNA.",,
ILMN_1691584,F8,"Homo sapiens coagulation factor VIII, procoagulant component (hemophilia A) (F8), transcript variant 1, mRNA.",,
ILMN_1726459,NPAS4,"Homo sapiens neuronal PAS domain protein 4 (NPAS4), mRNA.",,
ILMN_1652602,C11ORF35,"Homo sapiens chromosome 11 open reading frame 35 (C11orf35), mRNA.",,
ILMN_2110084,ZNF124,"Homo sapiens zinc finger protein 124 (ZNF124), mRNA.",,
ILMN_1651428,SYTL2,"Homo sapiens synaptotagmin-like 2 (SYTL2), transcript variant b, mRNA.",,
ILMN_2090397,ISG20L2,"Homo sapiens interferon stimulated exonuclease gene 20kDa-like 2 (ISG20L2), mRNA.",,
ILMN_2274306,NRP2,"Homo sapiens neuropilin 2 (NRP2), transcript variant 6, mRNA.",,
ILMN_1806333,ZNF793,"Homo sapiens zinc finger protein 793 (ZNF793), mRNA.",,
ILMN_1692255,WDR45,"Homo sapiens WD repeat domain 45 (WDR45), transcript variant 1, mRNA.",,
ILMN_1756146,WDR45,"Homo sapiens WD repeat domain 45 (WDR45), transcript variant 1, mRNA.",,
ILMN_2234697,BEX1,"Homo sapiens brain expressed, X-linked 1 (BEX1), mRNA.",,
ILMN_1808368,PRKACG,"Homo sapiens protein kinase, cAMP-dependent, catalytic, gamma (PRKACG), mRNA.",,
ILMN_1751803,LSM10,"Homo sapiens LSM10, U7 small nuclear RNA associated (LSM10), mRNA.",,
ILMN_2402817,ZBTB16,"Homo sapiens zinc finger and BTB domain containing 16 (ZBTB16), transcript variant 2, mRNA.",,
ILMN_1764034,XCR1,"Homo sapiens chemokine (C motif) receptor 1 (XCR1), transcript variant 1, mRNA.",,
ILMN_1773238,XCR1,"Homo sapiens chemokine (C motif) receptor 1 (XCR1), transcript variant 1, mRNA.",,
ILMN_1734630,ALPK3,"Homo sapiens alpha-kinase 3 (ALPK3), mRNA.",,
ILMN_2059996,MEGF8,"Homo sapiens multiple EGF-like-domains 8 (MEGF8), mRNA.",,
ILMN_1798270,C11ORF75,"Homo sapiens chromosome 11 open reading frame 75 (C11orf75), mRNA.",,
ILMN_1722227,MRGPRX4,"Homo sapiens MAS-related GPR, member X4 (MRGPRX4), mRNA.",,
ILMN_1662578,C1GALT1,"Homo sapiens core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 (C1GALT1), mRNA.",,
ILMN_2124951,RBMX,"Homo sapiens RNA binding motif protein, X-linked (RBMX), mRNA.",,
ILMN_1786396,ZZEF1,"Homo sapiens zinc finger, ZZ-type with EF-hand domain 1 (ZZEF1), mRNA.",,
ILMN_1727761,GMEB1,"Homo sapiens glucocorticoid modulatory element binding protein 1 (GMEB1), transcript variant 2, mRNA.",,
ILMN_2383419,GMEB1,"Homo sapiens glucocorticoid modulatory element binding protein 1 (GMEB1), transcript variant 2, mRNA.",,
ILMN_2232368,PCIF1,"Homo sapiens PDX1 C-terminal inhibiting factor 1 (PCIF1), mRNA.",,
ILMN_1735534,PKD1L2,"Homo sapiens polycystic kidney disease 1-like 2 (PKD1L2), transcript variant 1, mRNA.",,
ILMN_1742788,PKD1L2,"Homo sapiens polycystic kidney disease 1-like 2 (PKD1L2), transcript variant 1, mRNA.",,
ILMN_1663919,TFF2,"Homo sapiens trefoil factor 2 (spasmolytic protein 1) (TFF2), mRNA.",,
ILMN_2376289,DBNL,"Homo sapiens drebrin-like (DBNL), transcript variant 1, mRNA.",,
ILMN_1686748,TMEM9,"Homo sapiens transmembrane protein 9 (TMEM9), mRNA.",,
ILMN_2371917,KLK2,"Homo sapiens kallikrein-related peptidase 2 (KLK2), transcript variant 1, mRNA.",,
ILMN_1659523,USP39,"Homo sapiens ubiquitin specific peptidase 39 (USP39), mRNA.",,
ILMN_1677404,RAP2A,"Homo sapiens RAP2A, member of RAS oncogene family (RAP2A), mRNA.",,
ILMN_1794266,SPINLW1,"Homo sapiens serine peptidase inhibitor-like, with Kunitz and WAP domains 1 (eppin) (SPINLW1), transcript variant 2, mRNA.",,
ILMN_2256106,NIN,"Homo sapiens ninein (GSK3B interacting protein) (NIN), transcript variant 1, mRNA.",,
ILMN_2313349,SSX3,"Homo sapiens synovial sarcoma, X breakpoint 3 (SSX3), transcript variant 2, mRNA.",,
ILMN_2242635,SSX3,"Homo sapiens synovial sarcoma, X breakpoint 3 (SSX3), transcript variant 2, mRNA.",,
ILMN_2197990,KRTAP5-8,"Homo sapiens keratin associated protein 5-8 (KRTAP5-8), mRNA.",,
ILMN_1662747,EVI2A,"Homo sapiens ecotropic viral integration site 2A (EVI2A), transcript variant 1, mRNA.",,
ILMN_1692169,NAT5,"Homo sapiens N-acetyltransferase 5 (GCN5-related, putative) (NAT5), transcript variant 2, mRNA.",,
ILMN_1700770,PSKH1,"Homo sapiens protein serine kinase H1 (PSKH1), mRNA.",,
ILMN_2178226,KRT86,"Homo sapiens keratin 86 (KRT86), mRNA.",,
ILMN_1780326,KRTAP4-1,"Homo sapiens keratin associated protein 4-1 (KRTAP4-1), mRNA.",,
ILMN_1658289,WDR54,"Homo sapiens WD repeat domain 54 (WDR54), mRNA.",,
ILMN_2133146,NUDT21,"Homo sapiens nudix (nucleoside diphosphate linked moiety X)-type motif 21 (NUDT21), mRNA.",,
ILMN_1749751,KLHL17,"Homo sapiens kelch-like 17 (Drosophila) (KLHL17), mRNA.",,
ILMN_1705602,KLHL17,"Homo sapiens kelch-like 17 (Drosophila) (KLHL17), mRNA.",,
ILMN_1714759,CNIH4,"Homo sapiens cornichon homolog 4 (Drosophila) (CNIH4), mRNA.",,
ILMN_1693270,SUSD2,"Homo sapiens sushi domain containing 2 (SUSD2), mRNA.",,
ILMN_1684690,HDAC11,"Homo sapiens histone deacetylase 11 (HDAC11), mRNA.",,
ILMN_1689211,AAK1,"Homo sapiens AP2 associated kinase 1 (AAK1), mRNA.",,
ILMN_2221408,ARFGEF1,"Homo sapiens ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited) (ARFGEF1), mRNA.",,
ILMN_2331701,GABPB2,"Homo sapiens GA binding protein transcription factor, beta subunit 2 (GABPB2), transcript variant gamma-1, mRNA.",,
ILMN_1656436,RBMS1,"Homo sapiens RNA binding motif, single stranded interacting protein 1 (RBMS1), transcript variant 2, mRNA.",,
